Date,Close
6/18/2020,13.32
6/19/2020,13.33
6/22/2020,13.33
6/23/2020,13.33
6/24/2020,13.33
6/25/2020,13.33
6/26/2020,13.33
6/29/2020,13.34
6/30/2020,13.34
7/1/2020,13.35
7/2/2020,13.35
7/6/2020,13.35
7/7/2020,13.36
7/8/2020,13.36
7/9/2020,13.38
7/10/2020,13.4
7/13/2020,13.41
7/14/2020,13.43
7/15/2020,13.44
7/16/2020,13.45
7/17/2020,13.46
7/20/2020,13.47
7/21/2020,13.48
7/22/2020,13.49
7/23/2020,13.5
7/24/2020,13.5
7/27/2020,13.5
7/28/2020,13.51
7/29/2020,13.51
7/30/2020,13.52
7/31/2020,13.54
8/3/2020,13.54
8/4/2020,13.55
8/5/2020,13.57
8/6/2020,13.59
8/7/2020,13.6
8/10/2020,13.61
8/11/2020,13.61
8/12/2020,13.6
8/13/2020,13.59
8/14/2020,13.57
8/17/2020,13.57
8/18/2020,13.56
8/19/2020,13.55
8/20/2020,13.53
8/21/2020,13.53
8/24/2020,13.53
8/25/2020,13.51
8/26/2020,13.5
8/27/2020,13.48
8/28/2020,13.48
8/31/2020,13.48
9/1/2020,13.47
9/2/2020,13.47
9/3/2020,13.47
9/4/2020,13.47
9/8/2020,13.47
9/9/2020,13.47
9/10/2020,13.46
9/11/2020,13.46
9/14/2020,13.46
9/15/2020,13.46
9/16/2020,13.46
9/17/2020,13.46
9/18/2020,13.46
9/21/2020,13.47
9/22/2020,13.47
9/23/2020,13.47
9/24/2020,13.46
9/25/2020,13.46
9/28/2020,13.46
9/29/2020,13.46
9/30/2020,13.44
10/1/2020,13.44
10/2/2020,13.43
10/5/2020,13.42
10/6/2020,13.4
10/7/2020,13.38
10/8/2020,13.38
10/9/2020,13.38
10/12/2020,13.38
10/13/2020,13.38
10/14/2020,13.39
10/15/2020,13.39
10/16/2020,13.39
10/19/2020,13.39
10/20/2020,13.38
10/21/2020,13.38
10/22/2020,13.38
10/23/2020,13.38
10/26/2020,13.38
10/27/2020,13.38
10/28/2020,13.39
10/29/2020,13.39
10/30/2020,13.39
11/2/2020,13.38
11/3/2020,13.38
11/4/2020,13.43
11/5/2020,13.45
11/6/2020,13.46
11/9/2020,13.44
11/10/2020,13.44
11/11/2020,13.44
11/12/2020,13.46
11/13/2020,13.47
11/16/2020,13.48
11/17/2020,13.5
11/18/2020,13.52
11/19/2020,13.55
11/20/2020,13.56
11/23/2020,13.56
11/24/2020,13.56
11/25/2020,13.56
11/27/2020,13.56
11/30/2020,13.56
12/1/2020,13.57
12/2/2020,13.58
12/3/2020,13.59
12/4/2020,13.6
12/7/2020,13.59
12/8/2020,13.6
12/9/2020,13.61
12/10/2020,13.61
12/11/2020,13.62
12/14/2020,13.62
12/15/2020,13.63
12/16/2020,13.63
12/17/2020,13.63
12/18/2020,13.64
12/21/2020,13.64
12/22/2020,13.64
12/23/2020,13.64
12/24/2020,13.64
12/28/2020,13.64
12/29/2020,13.64
12/30/2020,13.64
12/31/2020,13.62
1/4/2021,13.63
1/5/2021,13.64
1/6/2021,13.64
1/7/2021,13.63
1/8/2021,13.62
1/11/2021,13.62
1/12/2021,13.61
1/13/2021,13.62
1/14/2021,13.63
1/15/2021,13.63
1/19/2021,13.64
1/20/2021,13.64
1/21/2021,13.65
1/22/2021,13.65
1/25/2021,13.66
1/26/2021,13.68
1/27/2021,13.7
1/28/2021,13.71
1/29/2021,13.71
2/1/2021,13.71
2/2/2021,13.71
2/3/2021,13.72
2/4/2021,13.72
2/5/2021,13.72
2/8/2021,13.73
2/9/2021,13.74
2/10/2021,13.75
2/11/2021,13.75
2/12/2021,13.75
2/16/2021,13.75
2/17/2021,13.72
2/18/2021,13.69
2/19/2021,13.65
2/22/2021,13.6
2/23/2021,13.56
2/24/2021,13.52
2/25/2021,13.48
2/26/2021,13.48
3/1/2021,13.48
3/2/2021,13.48
3/3/2021,13.49
3/4/2021,13.51
3/5/2021,13.51
3/8/2021,13.52
3/9/2021,13.54
3/10/2021,13.56
3/11/2021,13.58
3/12/2021,13.57
3/15/2021,13.57
3/16/2021,13.57
3/17/2021,13.56
3/18/2021,13.51
3/19/2021,13.51
3/22/2021,13.51
3/23/2021,13.53
3/24/2021,13.54
3/25/2021,13.54
3/26/2021,13.54
3/29/2021,13.55
3/30/2021,13.54
3/31/2021,13.54
4/1/2021,13.55
4/5/2021,13.55
4/6/2021,13.56
4/7/2021,13.57
4/8/2021,13.6
4/9/2021,13.6
4/12/2021,13.6
4/13/2021,13.62
4/14/2021,13.63
4/15/2021,13.66
4/16/2021,13.66
4/19/2021,13.66
4/20/2021,13.66
4/21/2021,13.66
4/22/2021,13.66
4/23/2021,13.67
4/26/2021,13.67
4/27/2021,13.67
4/28/2021,13.66
4/29/2021,13.65
4/30/2021,13.64
5/3/2021,13.64
5/4/2021,13.65
5/5/2021,13.65
5/6/2021,13.65
5/7/2021,13.66
5/10/2021,13.67
5/11/2021,13.67
5/12/2021,13.65
5/13/2021,13.65
5/14/2021,13.65
5/17/2021,13.65
5/18/2021,13.66
5/19/2021,13.66
5/20/2021,13.66
5/21/2021,13.66
5/24/2021,13.67
5/25/2021,13.67
5/26/2021,13.69
5/27/2021,13.69
5/28/2021,13.69
6/1/2021,13.69
6/2/2021,13.7
6/3/2021,13.7
6/4/2021,13.7
6/7/2021,13.71
6/8/2021,13.73
6/9/2021,13.76
6/10/2021,13.76
6/11/2021,13.76
6/14/2021,13.76
6/15/2021,13.76
6/16/2021,13.76
6/17/2021,13.73
6/18/2021,13.72
6/21/2021,13.73
6/22/2021,13.72
6/23/2021,13.71
6/24/2021,13.71
6/25/2021,13.71
6/28/2021,13.71
6/29/2021,13.71
6/30/2021,13.71
7/1/2021,13.72
7/2/2021,13.72
7/6/2021,13.73
7/7/2021,13.76
7/8/2021,13.78
7/9/2021,13.79
7/12/2021,13.79
7/13/2021,13.79
7/14/2021,13.79
7/15/2021,13.78
7/16/2021,13.78
7/19/2021,13.79
7/20/2021,13.79
7/21/2021,13.79
7/22/2021,13.79
7/23/2021,13.79
7/26/2021,13.79
7/27/2021,13.79
7/28/2021,13.79
7/29/2021,13.78
7/30/2021,13.78
8/2/2021,13.77
8/3/2021,13.78
8/4/2021,13.77
8/5/2021,13.77
8/6/2021,13.76
8/9/2021,13.76
8/10/2021,13.75
8/11/2021,13.74
8/12/2021,13.73
8/13/2021,13.73
8/16/2021,13.72
8/17/2021,13.72
8/18/2021,13.72
8/19/2021,13.72
8/20/2021,13.72
8/23/2021,13.72
8/24/2021,13.71
8/25/2021,13.71
8/26/2021,13.71
8/27/2021,13.71
8/30/2021,13.71
8/31/2021,13.71
9/1/2021,13.7
9/2/2021,13.69
9/3/2021,13.69
9/7/2021,13.69
9/8/2021,13.69
9/9/2021,13.69
9/10/2021,13.69
9/13/2021,13.69
9/14/2021,13.69
9/15/2021,13.69
9/16/2021,13.69
9/17/2021,13.69
9/20/2021,13.69
9/21/2021,13.69
9/22/2021,13.69
9/23/2021,13.67
9/24/2021,13.66
9/27/2021,13.64
9/28/2021,13.61
9/29/2021,13.6
9/30/2021,13.59
10/1/2021,13.58
10/4/2021,13.59
10/5/2021,13.58
10/6/2021,13.58
10/7/2021,13.57
10/8/2021,13.57
10/11/2021,13.57
10/12/2021,13.56
10/13/2021,13.56
10/14/2021,13.56
10/15/2021,13.57
10/18/2021,13.56
10/19/2021,13.56
10/20/2021,13.55
10/21/2021,13.53
10/22/2021,13.53
10/25/2021,13.52
10/26/2021,13.52
10/27/2021,13.53
10/28/2021,13.54
10/29/2021,13.54
11/1/2021,13.54
11/2/2021,13.55
11/3/2021,13.56
11/4/2021,13.57
11/5/2021,13.59
11/8/2021,13.6
11/9/2021,13.62
11/10/2021,13.62
11/11/2021,13.62
11/12/2021,13.61
11/15/2021,13.6
11/16/2021,13.6
11/17/2021,13.59
11/18/2021,13.59
11/19/2021,13.6
11/22/2021,13.61
11/23/2021,13.6
11/24/2021,13.6
11/26/2021,13.61
11/29/2021,13.62
11/30/2021,13.63
12/1/2021,13.63
12/2/2021,13.63
12/3/2021,13.64
12/6/2021,13.64
12/7/2021,13.63
12/8/2021,13.63
12/9/2021,13.63
12/10/2021,13.63
12/13/2021,13.63
12/14/2021,13.63
12/15/2021,13.63
12/16/2021,13.63
12/17/2021,13.63
12/20/2021,13.63
12/21/2021,13.63
12/22/2021,13.63
12/23/2021,13.63
12/27/2021,13.63
12/28/2021,13.63
12/29/2021,13.63
12/30/2021,13.63
12/31/2021,13.56
1/3/2022,13.57
1/4/2022,13.55
1/5/2022,13.54
1/6/2022,13.51
1/7/2022,13.49
1/10/2022,13.46
1/11/2022,13.45
1/12/2022,13.45
1/13/2022,13.44
1/14/2022,13.44
1/18/2022,13.42
1/19/2022,13.4
1/20/2022,13.39
1/21/2022,13.37
1/24/2022,13.36
1/25/2022,13.34
1/26/2022,13.31
1/27/2022,13.27
1/28/2022,13.21
1/31/2022,13.2
2/1/2022,13.23
2/2/2022,13.26
2/3/2022,13.29
2/4/2022,13.27
2/7/2022,13.26
2/8/2022,13.23
2/9/2022,13.22
2/10/2022,13.17
2/11/2022,13.14
2/14/2022,13.12
2/15/2022,13.09
2/16/2022,13.08
2/17/2022,13.09
2/18/2022,13.1
2/22/2022,13.12
2/23/2022,13.11
2/24/2022,13.14
2/25/2022,13.12
2/28/2022,13.12
3/1/2022,13.15
3/2/2022,13.14
3/3/2022,13.11
3/4/2022,13.09
3/7/2022,13.07
3/8/2022,13.03
3/9/2022,13
3/10/2022,12.97
3/11/2022,12.94
3/14/2022,12.88
3/15/2022,12.85
3/16/2022,12.84
3/17/2022,12.86
3/18/2022,12.88
3/21/2022,12.87
3/22/2022,12.81
3/23/2022,12.78
3/24/2022,12.76
3/25/2022,12.72
3/28/2022,12.7
3/29/2022,12.68
3/30/2022,12.69
3/31/2022,12.72
4/1/2022,12.72
4/4/2022,12.73
4/5/2022,12.71
4/6/2022,12.66
4/7/2022,12.63
4/8/2022,12.62
4/11/2022,12.57
4/12/2022,12.54
4/13/2022,12.53
4/14/2022,12.52
4/18/2022,12.49
4/19/2022,12.42
4/20/2022,12.41
4/21/2022,12.39
4/22/2022,12.37
4/25/2022,12.37
4/26/2022,12.36
4/27/2022,12.36
4/28/2022,12.34
4/29/2022,12.33
5/2/2022,12.31
5/3/2022,12.29
5/4/2022,12.28
5/5/2022,12.25
5/6/2022,12.22
5/9/2022,12.19
5/10/2022,12.18
5/11/2022,12.16
5/12/2022,12.15
5/13/2022,12.11
5/16/2022,12.1
5/17/2022,12.05
5/18/2022,12.02
5/19/2022,12.05
5/20/2022,12.08
5/23/2022,12.13
5/24/2022,12.2
5/25/2022,12.3
5/26/2022,12.39
5/27/2022,12.44
5/31/2022,12.46
6/1/2022,12.47
6/2/2022,12.46
6/3/2022,12.46
6/6/2022,12.44
6/7/2022,12.43
6/8/2022,12.4
6/9/2022,12.35
6/10/2022,12.31
6/13/2022,12.12
6/14/2022,12.04
6/15/2022,12.03
6/16/2022,12.03
6/17/2022,12.05
6/21/2022,12.04
6/22/2022,12.07
6/23/2022,12.11
6/24/2022,12.13
6/27/2022,12.13
6/28/2022,12.12
6/29/2022,12.13
6/30/2022,12.17
7/1/2022,12.22
7/5/2022,12.26
7/6/2022,12.29
7/7/2022,12.31
7/8/2022,12.31
7/11/2022,12.31
7/12/2022,12.32
7/13/2022,12.32
7/14/2022,12.32
7/15/2022,12.33
7/18/2022,12.33
7/19/2022,12.32
7/20/2022,12.33
7/21/2022,12.32
7/22/2022,12.35
7/25/2022,12.35
7/26/2022,12.38
7/27/2022,12.39
7/28/2022,12.44
7/29/2022,12.46
8/1/2022,12.47
8/2/2022,12.5
8/3/2022,12.48
8/4/2022,12.48
8/5/2022,12.44
8/8/2022,12.44
8/9/2022,12.43
8/10/2022,12.44
8/11/2022,12.44
8/12/2022,12.43
8/15/2022,12.43
8/16/2022,12.41
8/17/2022,12.35
8/18/2022,12.34
8/19/2022,12.3
8/22/2022,12.28
8/23/2022,12.27
8/24/2022,12.24
8/25/2022,12.21
8/26/2022,12.21
8/29/2022,12.17
8/30/2022,12.15
8/31/2022,12.15
9/1/2022,12.09
9/2/2022,12.09
9/6/2022,12.05
9/7/2022,12.04
9/8/2022,12.04
9/9/2022,12.05
9/12/2022,12.06
9/13/2022,12.01
9/14/2022,11.99
9/15/2022,11.98
9/16/2022,11.98
9/19/2022,11.96
9/20/2022,11.9
9/21/2022,11.89
9/22/2022,11.86
9/23/2022,11.83
9/26/2022,11.77
9/27/2022,11.72
9/28/2022,11.7
9/29/2022,11.69
9/30/2022,11.7
10/3/2022,11.73
10/4/2022,11.8
10/5/2022,11.8
10/6/2022,11.81
10/7/2022,11.8
10/10/2022,11.8
10/11/2022,11.83
10/12/2022,11.81
10/13/2022,11.78
10/14/2022,11.77
10/17/2022,11.79
10/18/2022,11.78
10/19/2022,11.75
10/20/2022,11.72
10/21/2022,11.61
10/24/2022,11.55
10/25/2022,11.52
10/26/2022,11.52
10/27/2022,11.52
10/28/2022,11.54
10/31/2022,11.55
11/1/2022,11.58
11/2/2022,11.61
11/3/2022,11.58
11/4/2022,11.59
11/7/2022,11.58
11/8/2022,11.61
11/9/2022,11.62
11/10/2022,11.75
11/11/2022,11.76
11/14/2022,11.77
11/15/2022,11.82
11/16/2022,11.9
11/17/2022,11.95
11/18/2022,11.96
11/21/2022,11.96
11/22/2022,11.97
11/23/2022,11.99
11/25/2022,11.99
11/28/2022,12.02
11/29/2022,12.06
11/30/2022,12.07
12/1/2022,12.11
12/2/2022,12.12
12/5/2022,12.14
12/6/2022,12.14
12/7/2022,12.16
12/8/2022,12.17
12/9/2022,12.16
12/12/2022,12.16
12/13/2022,12.18
12/14/2022,12.18
12/15/2022,12.18
12/16/2022,12.18
12/19/2022,12.16
12/20/2022,12.1
12/21/2022,12.09
12/22/2022,12.09
12/23/2022,12.09
12/27/2022,12.07
12/28/2022,12.04
12/29/2022,12.04
12/30/2022,12.04
1/3/2023,12.07
1/4/2023,12.13
1/5/2023,12.13
1/6/2023,12.18
1/9/2023,12.22
1/10/2023,12.23
1/11/2023,12.26
1/12/2023,12.3
1/13/2023,12.33
1/17/2023,12.34
1/18/2023,12.37
1/19/2023,12.4
1/20/2023,12.39
1/23/2023,12.37
1/24/2023,12.37
1/25/2023,12.37
1/26/2023,12.38
1/27/2023,12.37
1/30/2023,12.37
1/31/2023,12.37
2/1/2023,12.38
2/2/2023,12.42
2/3/2023,12.39
2/6/2023,12.36
2/7/2023,12.34
2/8/2023,12.33
2/9/2023,12.33
2/10/2023,12.31
2/13/2023,12.3
2/14/2023,12.29
2/15/2023,12.24
2/16/2023,12.18
2/17/2023,12.13
2/21/2023,12.08
2/22/2023,12.08
2/23/2023,12.09
2/24/2023,12.07
2/27/2023,12.08
2/28/2023,12.08
3/1/2023,12.06
3/2/2023,12.05
3/3/2023,12.05
3/6/2023,12.06
3/7/2023,12.07
3/8/2023,12.07
3/9/2023,12.08
3/10/2023,12.13
3/13/2023,12.18
3/14/2023,12.17
3/15/2023,12.19
3/16/2023,12.2
3/17/2023,12.21
3/20/2023,12.2
3/21/2023,12.18
3/22/2023,12.19
3/23/2023,12.21
3/24/2023,12.25
3/27/2023,12.25
3/28/2023,12.24
3/29/2023,12.25
3/30/2023,12.25
3/31/2023,12.27
4/3/2023,12.28
4/4/2023,12.31
4/5/2023,12.35
4/6/2023,12.38
4/10/2023,12.38
4/11/2023,12.38
4/12/2023,12.4
4/13/2023,12.4
4/14/2023,12.37
4/17/2023,12.33
4/18/2023,12.24
4/19/2023,12.2
4/20/2023,12.21
4/21/2023,12.21
4/24/2023,12.23
4/25/2023,12.25
4/26/2023,12.26
4/27/2023,12.24
4/28/2023,12.24
5/1/2023,12.23
5/2/2023,12.24
5/3/2023,12.26
5/4/2023,12.29
5/5/2023,12.29
5/8/2023,12.29
5/9/2023,12.28
5/10/2023,12.28
5/11/2023,12.29
5/12/2023,12.28
5/15/2023,12.28
5/16/2023,12.25
5/17/2023,12.23
5/18/2023,12.17
5/19/2023,12.11
5/22/2023,12.1
5/23/2023,12.04
5/24/2023,12.06
5/25/2023,12.06
5/26/2023,12.05
5/30/2023,12.1
5/31/2023,12.13
6/1/2023,12.17
6/2/2023,12.17
6/5/2023,12.17
6/6/2023,12.18
